NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Truck,19,9,17.5,7,5.81,17.5,66.5,52.5,13.009950000000002,2,6,8,15.64,3.14,4.63,1.05,0.98,19,24
4,Sedan,18,11,6.0,11,4.509,6.0,22.8,18.0,1.33605,2,18,23,31.05,1.17,4.65,1.07,0.973,23,28
4,Sedan,17,11,7.0,3,16.413,6.0,22.8,17.0,13.009950000000002,1,17,23,37.26,2.44,4.78,1.23,0.989,23,26
1,Sedan,19,9,6.0,7,14.085,6.0,22.8,18.0,3.42945,2,1,6,17.9,2.44,4.78,0.92,0.977,22,27
1,SUV,19,11,13.5,11,13.165,13.5,51.3,40.5,13.009950000000002,3,8,18,49.7,1.05,4.63,1.01,0.981,23,26
5,Truck,16,10,17.5,11,10.326,17.5,66.5,52.5,2.426175,2,7,15,47.35,2.74,4.74,0.93,0.992,19,22
5,Small,16,9,5.0,7,13.208,4.0,15.2,11.0,19.434825,3,16,23,29.02,1.13,4.67,0.91,0.97,19,24
1,SUV,20,8,13.5,3,3.921,13.5,51.3,40.5,18.696825,2,20,23,8.53,0.72,4.77,0.94,0.85,20,23
1,Small,17,9,4.0,7,10.209,4.0,15.2,12.0,2.426175,3,6,16,41.75,0.53,4.73,1.2,0.956,21,25
4,Small,17,10,4.0,3,8.829,4.0,15.2,12.0,5.4774,1,17,23,40.3,2.56,4.62,1.2,0.99,22,26
3,Small,19,10,5.0,7,12.146,4.0,15.2,11.0,3.42945,2,19,23,14.78,0.75,4.78,1.2,0.914,23,28
1,Sedan,20,9,6.0,11,12.407,6.0,22.8,18.0,19.434825,1,3,6,37.58,1.62,4.75,1.07,0.984,20,25
2,Small,16,10,4.0,7,10.684,4.0,15.2,12.0,19.434825,2,7,15,21.99,0.96,4.62,1.25,0.954,20,23
1,Small,22,9,5.0,11,13.65,4.0,15.2,11.0,18.696825,2,3,6,24.05,2.39,4.64,1.15,0.983,19,21
3,SUV,17,12,13.5,7,6.836,13.5,51.3,40.5,1.33605,3,2,9,37.3,2.42,4.71,1.12,0.989,22,27
2,SUV,19,9,13.5,7,8.57,13.5,51.3,40.5,3.42945,1,3,6,22.09,2.98,4.78,1.23,0.985,23,27
2,Small,18,10,6.0,3,14.642,4.0,15.2,10.0,13.009950000000002,3,7,17,47.13,2.65,4.75,1.14,0.992,23,25
3,Sedan,20,9,6.0,11,11.835,6.0,22.8,18.0,1.33605,1,4,6,38.26,2.12,4.65,0.92,0.988,21,23
4,Sedan,18,12,6.0,7,9.652,6.0,22.8,18.0,3.42945,1,6,9,28.85,3.4,4.63,1.21,0.99,20,23
1,Small,17,10,4.0,11,9.327,4.0,15.2,12.0,2.426175,2,5,7,30.71,3.52,4.71,1.12,0.991,21,26
5,Truck,17,11,17.5,7,11.178,17.5,66.5,52.5,2.426175,2,3,8,12.25,2.18,4.64,1.09,0.963,19,21
3,Truck,20,9,17.5,11,10.722,17.5,66.5,52.5,2.426175,2,5,7,49.5,2.3,4.67,1.21,0.991,20,22
3,SUV,19,9,13.5,3,14.302,13.5,51.3,40.5,2.426175,2,6,18,12.57,2.77,4.66,0.91,0.972,23,26
2,Sedan,18,12,6.0,11,12.329,6.0,22.8,18.0,1.33605,1,9,17,47.76,2.79,4.8,1.07,0.993,19,21
5,SUV,17,9,13.5,7,8.124,13.5,51.3,40.5,2.426175,3,6,16,12.65,1.99,4.66,0.95,0.961,22,24
1,Small,17,9,4.0,7,8.881,4.0,15.2,12.0,13.009950000000002,2,6,16,8.91,2.98,4.73,1.22,0.963,19,21
2,Small,21,8,4.0,11,8.038,4.0,15.2,12.0,13.009950000000002,1,21,23,39.0,2.35,4.68,1.01,0.989,21,26
3,Small,20,10,6.0,3,15.798,4.0,15.2,10.0,2.426175,2,20,23,33.67,2.53,4.68,0.98,0.988,20,23
3,Sedan,20,9,6.0,11,11.478,6.0,22.8,18.0,5.4774,3,6,19,21.45,0.7,4.76,1.14,0.936,23,25
1,Sedan,18,11,6.0,7,6.55,6.0,22.8,18.0,5.4774,2,8,17,24.55,0.59,4.73,1.16,0.933,20,23
3,Sedan,18,12,6.0,11,6.095,6.0,22.8,18.0,1.33605,3,9,17,18.09,2.29,4.7,0.99,0.976,21,24
3,Sedan,21,9,6.0,3,9.109,6.0,22.8,18.0,19.434825,1,21,23,14.33,2.63,4.63,1.06,0.974,23,27
4,SUV,21,9,13.5,7,9.533,13.5,51.3,40.5,2.426175,2,3,6,42.54,0.96,4.72,1.13,0.976,22,25
4,Truck,19,11,17.5,7,3.474,17.5,66.5,52.5,0.685125,3,8,18,19.87,3.22,4.7,0.91,0.984,20,23
1,Sedan,18,8,6.0,11,13.709,6.0,22.8,18.0,5.4774,3,5,17,25.55,1.91,4.63,1.17,0.98,22,26
4,Sedan,20,9,6.0,11,9.436,6.0,22.8,18.0,1.33605,2,20,23,31.37,2.52,4.74,1.19,0.987,19,23
1,Sedan,19,13,6.0,7,10.494,6.0,22.8,18.0,13.009950000000002,3,9,12,9.71,2.78,4.76,1.02,0.964,22,27
3,Sedan,19,9,6.0,11,5.042,6.0,22.8,18.0,18.696825,1,6,18,6.98,3.05,4.75,1.01,0.954,19,24
5,Truck,20,11,17.5,11,8.951,17.5,66.5,52.5,3.42945,2,6,8,18.28,2.84,4.63,1.23,0.981,21,26
5,Sedan,17,11,6.0,3,7.704,6.0,22.8,18.0,19.434825,2,7,9,12.41,1.89,4.69,1.02,0.958,22,27
2,Sedan,19,13,6.0,3,5.717,6.0,22.8,18.0,1.33605,1,7,10,28.84,2.57,4.61,1.15,0.987,21,25
1,Small,21,9,5.0,7,14.118,4.0,15.2,11.0,0.685125,2,21,23,43.59,2.04,4.74,1.23,0.989,23,27
5,Small,18,12,4.0,7,8.218,4.0,15.2,12.0,19.434825,1,9,17,29.66,1.87,4.62,1.09,0.982,21,25
1,Sedan,19,9,6.0,11,12.496,6.0,22.8,18.0,3.42945,2,19,23,20.82,2.62,4.69,1.02,0.982,23,26
1,Small,21,13,4.0,11,9.117,4.0,15.2,12.0,5.4774,2,21,23,14.91,3.27,4.66,0.94,0.98,22,25
3,Sedan,20,9,6.0,11,12.728,6.0,22.8,18.0,1.33605,3,6,19,36.7,2.07,4.68,1.08,0.987,22,26
3,SUV,17,12,13.5,11,8.44,13.5,51.3,40.5,5.4774,3,17,23,9.84,0.76,4.78,1.16,0.875,23,27
2,Sedan,18,10,6.0,11,7.252,6.0,22.8,18.0,18.696825,2,7,17,10.92,3.49,4.73,1.0,0.974,23,27
3,Small,18,10,5.0,11,13.968,4.0,15.2,11.0,0.685125,2,18,23,39.49,1.14,4.6,0.9,0.978,20,22
4,SUV,19,9,13.5,7,8.379,13.5,51.3,40.5,2.426175,1,19,23,37.97,3.48,4.7,1.21,0.992,19,24
5,Truck,18,10,17.5,11,4.552,17.5,66.5,52.5,13.009950000000002,2,7,17,34.41,1.88,4.78,0.95,0.985,23,25
1,Sedan,19,10,6.0,7,11.264,6.0,22.8,18.0,1.33605,3,7,18,16.81,0.56,4.78,1.09,0.899,19,22
3,Small,18,12,6.0,7,15.614,4.0,15.2,10.0,18.696825,2,8,10,23.15,2.6,4.7,1.22,0.984,20,23
3,Small,18,8,4.0,7,6.998,4.0,15.2,12.0,13.009950000000002,1,1,5,21.75,2.23,4.66,1.15,0.98,20,24
5,Sedan,19,10,6.0,7,13.237,6.0,22.8,18.0,3.42945,1,2,7,42.48,3.32,4.66,1.2,0.993,19,22
5,Sedan,21,10,6.0,3,8.655,6.0,22.8,18.0,5.4774,2,7,9,46.64,1.84,4.77,1.16,0.988,21,23
5,Small,19,13,4.0,11,6.296,4.0,15.2,12.0,5.4774,3,19,23,38.53,1.65,4.77,0.91,0.984,21,24
2,Sedan,17,10,6.0,3,7.885,6.0,22.8,18.0,0.685125,1,3,7,14.44,2.74,4.61,1.16,0.975,20,23
4,SUV,20,8,13.5,7,12.759,13.5,51.3,40.5,0.685125,2,20,23,26.71,2.14,4.67,1.13,0.983,21,26
5,Truck,20,10,17.5,3,12.192,17.5,66.5,52.5,13.009950000000002,1,20,23,29.65,3.59,4.79,1.08,0.991,19,24
4,Truck,17,8,17.5,7,4.916,17.5,66.5,52.5,18.696825,1,5,16,46.46,1.21,4.65,1.07,0.982,21,23
2,SUV,20,12,13.5,11,9.952,13.5,51.3,40.5,5.4774,1,20,23,49.19,2.0,4.65,0.94,0.99,19,23
5,SUV,18,12,13.5,3,8.638,13.5,51.3,40.5,18.696825,1,7,9,45.46,2.89,4.79,0.99,0.992,21,26
3,SUV,17,12,13.5,3,14.478,13.5,51.3,40.5,3.42945,1,9,16,34.57,2.81,4.72,0.97,0.99,19,22
5,Truck,18,10,17.5,3,21.271,17.5,66.5,52.5,19.434825,1,18,23,24.85,3.17,4.72,1.14,0.987,19,21
4,Sedan,17,10,6.0,3,12.872,6.0,22.8,18.0,3.42945,2,7,16,10.98,2.33,4.76,1.1,0.962,20,25
2,Small,16,12,4.0,7,11.114,4.0,15.2,12.0,0.685125,2,7,9,19.3,3.37,4.69,1.03,0.985,21,25
4,Truck,20,11,17.5,7,7.684,17.5,66.5,52.5,2.426175,3,8,19,48.53,2.32,4.7,1.14,0.991,23,26
3,SUV,18,11,13.5,11,7.033,13.5,51.3,40.5,1.33605,3,5,8,15.91,0.81,4.7,1.0,0.925,22,27
5,Truck,18,10,17.5,7,7.504,17.5,66.5,52.5,1.33605,3,7,17,25.2,2.87,4.77,1.12,0.986,20,24
1,Small,16,12,5.0,3,12.62,4.0,15.2,11.0,3.42945,2,9,15,14.24,3.41,4.61,1.04,0.98,23,27
1,Small,17,12,4.0,3,9.093,4.0,15.2,12.0,2.426175,3,9,16,34.5,1.93,4.79,1.24,0.985,23,25
4,Truck,17,10,17.5,3,13.712,17.5,66.5,52.5,1.33605,3,17,23,19.5,3.3,4.63,1.12,0.985,19,23
4,Sedan,19,9,6.0,7,6.986,6.0,22.8,18.0,13.009950000000002,1,6,18,23.07,0.66,4.73,0.93,0.936,21,26
2,Small,19,11,4.0,7,10.048,4.0,15.2,12.0,13.009950000000002,3,3,8,29.66,0.95,4.69,0.97,0.965,23,26
4,Sedan,16,9,6.0,11,9.532,6.0,22.8,18.0,19.434825,3,6,15,21.75,1.21,4.61,1.19,0.963,22,25
3,SUV,18,11,13.5,11,11.991,13.5,51.3,40.5,19.434825,3,18,23,16.59,1.74,4.64,0.97,0.966,23,25
1,Small,20,13,5.0,7,13.34,4.0,15.2,11.0,18.696825,1,5,10,28.48,3.49,4.71,1.07,0.99,22,26
2,SUV,16,12,13.5,11,8.212,13.5,51.3,40.5,2.426175,1,6,9,17.46,0.8,4.69,1.23,0.931,20,22
2,SUV,19,10,13.5,7,15.352,13.5,51.3,40.5,1.33605,2,7,18,24.47,0.75,4.73,1.2,0.947,23,26
4,Truck,18,9,17.5,3,13.339,17.5,66.5,52.5,18.696825,3,18,23,33.83,3.29,4.7,1.15,0.991,22,24
5,Small,19,11,4.0,11,8.803,4.0,15.2,12.0,3.42945,2,8,18,31.03,2.45,4.73,1.18,0.987,19,21
4,Small,17,10,4.0,11,8.56,4.0,15.2,12.0,18.696825,3,17,23,47.19,3.41,4.66,0.99,0.994,21,24
4,SUV,21,11,13.5,3,9.63,13.5,51.3,40.5,1.33605,3,8,11,37.03,1.36,4.66,0.97,0.98,21,24
1,Small,19,11,7.0,7,17.3,4.0,15.2,9.0,2.426175,1,8,9,30.51,2.96,4.77,1.07,0.989,19,22
4,Sedan,16,8,6.0,11,6.721,6.0,22.8,18.0,2.426175,1,16,23,36.58,0.9,4.61,0.99,0.97,21,23
1,SUV,17,11,13.5,11,10.882,13.5,51.3,40.5,18.696825,3,1,8,38.07,2.48,4.74,1.22,0.989,21,24
5,Sedan,20,9,6.0,11,11.959,6.0,22.8,18.0,5.4774,2,20,23,22.28,3.07,4.74,1.19,0.985,19,21
4,Truck,20,9,17.5,11,11.602,17.5,66.5,52.5,3.42945,1,20,23,38.43,2.83,4.62,1.07,0.991,22,27
5,Sedan,16,10,6.0,11,9.711,6.0,22.8,18.0,0.685125,1,16,23,14.1,3.0,4.74,0.91,0.977,21,24
3,Small,18,10,4.0,3,6.905,4.0,15.2,12.0,19.434825,1,7,17,16.22,3.47,4.64,0.92,0.982,23,25
2,Small,17,8,4.0,3,11.475,4.0,15.2,12.0,2.426175,2,17,23,17.68,0.76,4.75,1.24,0.928,21,24
1,SUV,17,10,13.5,7,9.037,13.5,51.3,40.5,5.4774,3,7,16,23.24,1.34,4.66,1.12,0.968,20,22
1,Small,18,11,4.0,11,9.958,4.0,15.2,12.0,19.434825,2,7,9,11.62,3.24,4.67,1.02,0.974,22,26
5,Sedan,17,9,6.0,7,3.613,6.0,22.8,18.0,0.685125,3,2,6,15.1,3.59,4.61,1.14,0.982,19,22
2,SUV,21,11,13.5,11,8.399,13.5,51.3,40.5,2.426175,1,8,9,48.98,0.8,4.78,0.95,0.975,21,24
4,Small,19,9,5.0,7,13.876,4.0,15.2,11.0,19.434825,3,2,6,43.86,2.05,4.75,1.2,0.989,19,22
1,Truck,17,13,17.5,7,10.73,17.5,66.5,52.5,13.009950000000002,1,2,10,32.76,1.9,4.68,0.93,0.984,23,28
4,Truck,19,8,17.5,11,11.901,17.5,66.5,52.5,18.696825,3,19,23,47.86,1.4,4.77,1.04,0.985,22,24
1,Sedan,20,9,7.0,11,17.405,6.0,22.8,17.0,13.009950000000002,3,20,23,22.55,2.94,4.76,1.09,0.985,23,28
4,Small,20,11,5.0,7,13.594,4.0,15.2,11.0,3.42945,2,8,19,29.49,2.2,4.62,1.06,0.985,23,25
4,Small,16,11,6.0,11,16.455,4.0,15.2,10.0,0.685125,3,8,15,20.82,0.62,4.75,1.13,0.925,20,22
5,Sedan,19,8,6.0,7,4.739,6.0,22.8,18.0,3.42945,3,5,18,45.05,3.37,4.68,1.21,0.993,21,26
4,Sedan,18,9,6.0,7,9.871,6.0,22.8,18.0,5.4774,2,18,23,8.16,1.62,4.74,1.05,0.927,22,25
3,Sedan,17,9,6.0,3,4.696,6.0,22.8,18.0,3.42945,1,17,23,15.89,0.68,4.63,1.25,0.912,22,27
4,Truck,19,12,17.5,7,7.814,17.5,66.5,52.5,0.685125,1,7,9,48.4,0.93,4.7,1.24,0.978,19,22
2,Small,16,12,4.0,3,9.429,4.0,15.2,12.0,2.426175,1,9,15,19.52,3.09,4.64,0.96,0.984,19,22
3,SUV,17,11,13.5,7,11.855,13.5,51.3,40.5,2.426175,2,17,23,42.97,1.53,4.75,0.94,0.985,20,22
3,Small,18,9,5.0,11,12.446,4.0,15.2,11.0,18.696825,2,6,8,17.61,2.45,4.72,1.0,0.977,21,23
3,Sedan,18,10,6.0,11,9.418,6.0,22.8,18.0,1.33605,2,4,7,21.12,2.8,4.7,0.94,0.983,19,24
3,Sedan,19,10,6.0,3,8.544,6.0,22.8,18.0,2.426175,1,19,23,21.76,1.98,4.63,1.02,0.977,23,25
4,SUV,22,8,13.5,3,12.493,13.5,51.3,40.5,5.4774,3,5,21,24.05,1.23,4.73,1.21,0.967,22,27
2,Small,21,10,5.0,3,13.27,4.0,15.2,11.0,5.4774,2,21,23,16.29,2.67,4.73,1.18,0.977,22,27
1,Small,18,12,5.0,3,13.275,4.0,15.2,11.0,1.33605,2,18,23,46.59,1.32,4.68,1.25,0.984,20,25
4,Small,18,12,5.0,11,12.479,4.0,15.2,11.0,19.434825,2,9,11,11.29,2.32,4.67,1.13,0.963,23,27
5,Small,18,9,4.0,3,5.178,4.0,15.2,12.0,1.33605,1,18,23,11.17,1.13,4.69,1.23,0.924,22,26
2,Sedan,18,11,6.0,7,3.276,6.0,22.8,18.0,13.009950000000002,1,1,8,35.84,1.07,4.68,1.19,0.974,20,23
1,Sedan,17,9,6.0,11,13.511,6.0,22.8,18.0,18.696825,1,6,16,22.95,2.51,4.68,1.12,0.983,20,22
2,SUV,18,10,13.5,11,16.001,13.5,51.3,40.5,13.009950000000002,2,7,17,14.22,1.52,4.77,1.16,0.955,19,22
1,Truck,18,10,17.5,3,4.793,17.5,66.5,52.5,5.4774,2,2,7,28.69,2.25,4.68,1.0,0.985,23,26
3,SUV,18,12,13.5,3,11.527,13.5,51.3,40.5,0.685125,3,18,23,19.66,2.24,4.75,1.05,0.978,20,25
5,SUV,21,10,13.5,7,9.68,13.5,51.3,40.5,18.696825,1,7,20,40.22,2.69,4.73,0.96,0.991,22,25
3,Small,19,11,6.0,7,16.045,4.0,15.2,10.0,3.42945,3,3,8,22.82,2.44,4.6,0.98,0.982,23,27
5,Small,17,9,4.0,11,7.856,4.0,15.2,12.0,2.426175,1,6,16,44.31,1.25,4.7,1.11,0.982,20,24
5,Small,16,10,4.0,7,5.906,4.0,15.2,12.0,13.009950000000002,2,2,7,31.17,0.96,4.75,0.92,0.967,22,27
1,SUV,18,10,13.5,7,9.882,13.5,51.3,40.5,1.33605,2,18,23,24.33,2.32,4.65,1.08,0.982,19,22
2,Small,16,9,5.0,11,13.374,4.0,15.2,11.0,5.4774,2,6,15,21.01,0.56,4.79,1.15,0.919,21,26
4,Truck,19,12,17.5,11,13.334,17.5,66.5,52.5,18.696825,2,19,23,20.73,1.39,4.62,0.91,0.966,23,27
4,Small,17,9,4.0,3,9.222,4.0,15.2,12.0,1.33605,3,17,23,20.28,1.62,4.65,1.09,0.97,21,26
4,Small,20,9,5.0,3,14.254,4.0,15.2,11.0,18.696825,1,1,6,36.17,2.83,4.73,1.17,0.99,22,26
3,Sedan,19,9,6.0,3,10.35,6.0,22.8,18.0,19.434825,2,6,18,21.63,1.26,4.76,1.21,0.964,21,23
5,Small,20,10,4.0,3,2.414,4.0,15.2,12.0,1.33605,2,6,8,22.89,1.65,4.65,1.06,0.974,23,27
1,Small,21,10,4.0,7,6.496,4.0,15.2,12.0,0.685125,3,7,20,32.56,1.38,4.69,0.93,0.978,22,27
3,Sedan,18,12,6.0,3,11.713,6.0,22.8,18.0,19.434825,1,5,9,22.22,1.26,4.68,1.21,0.965,22,24
2,Sedan,17,8,6.0,7,10.288,6.0,22.8,18.0,19.434825,3,1,5,31.26,2.45,4.64,1.04,0.987,23,25
3,SUV,19,11,13.5,11,5.948,13.5,51.3,40.5,18.696825,1,19,23,47.37,1.83,4.69,1.18,0.989,20,22
3,SUV,18,11,13.5,11,13.635,13.5,51.3,40.5,0.685125,1,18,23,24.91,2.73,4.67,1.14,0.985,21,25
3,Sedan,17,12,6.0,3,12.774,6.0,22.8,18.0,18.696825,1,17,23,36.33,1.69,4.69,1.07,0.984,22,26
5,SUV,16,12,13.5,7,8.319,13.5,51.3,40.5,3.42945,3,9,15,44.44,1.57,4.78,1.25,0.986,19,22
3,Truck,17,9,17.5,11,8.815,17.5,66.5,52.5,13.009950000000002,1,5,6,13.18,2.8,4.69,1.04,0.973,22,24
3,SUV,19,9,13.5,11,9.101,13.5,51.3,40.5,19.434825,3,6,9,44.92,3.46,4.71,1.02,0.994,20,23
4,Sedan,16,9,6.0,11,8.624,6.0,22.8,18.0,1.33605,3,16,23,49.03,2.37,4.7,1.0,0.991,20,25
2,Small,22,8,4.0,3,9.063,4.0,15.2,12.0,2.426175,2,5,7,38.21,1.22,4.73,0.98,0.979,19,22
5,Small,21,10,4.0,3,7.802,4.0,15.2,12.0,2.426175,2,7,20,9.28,1.13,4.71,0.98,0.909,22,24
3,Truck,17,11,17.5,7,12.615,17.5,66.5,52.5,19.434825,2,17,23,23.92,1.88,4.73,1.08,0.978,23,26
5,Sedan,18,9,7.0,7,16.312,6.0,22.8,17.0,5.4774,2,18,23,31.62,0.88,4.76,1.21,0.965,21,23
1,Sedan,18,10,6.0,7,14.05,6.0,22.8,18.0,5.4774,3,7,17,37.0,3.23,4.79,1.07,0.992,22,24
2,Sedan,18,10,6.0,7,13.847,6.0,22.8,18.0,0.685125,3,1,7,18.27,3.11,4.68,0.94,0.983,21,23
4,Sedan,18,10,6.0,7,7.171,6.0,22.8,18.0,3.42945,2,7,9,47.86,3.13,4.7,1.16,0.993,21,25
1,Sedan,17,11,6.0,3,9.424,6.0,22.8,18.0,3.42945,3,7,10,45.29,2.8,4.69,1.21,0.992,20,24
2,Sedan,17,11,6.0,3,7.949,6.0,22.8,18.0,0.685125,2,2,8,47.54,0.79,4.74,1.11,0.974,19,22
5,Small,17,12,7.0,11,17.758,4.0,15.2,9.0,19.434825,1,6,9,19.16,3.54,4.67,1.06,0.985,22,25
4,Sedan,17,9,6.0,11,10.542,6.0,22.8,18.0,0.685125,2,2,6,44.88,3.27,4.63,0.96,0.993,21,24
2,SUV,17,10,13.5,7,9.135,13.5,51.3,40.5,1.33605,3,17,23,18.32,2.65,4.65,1.12,0.98,20,23
4,Sedan,18,13,6.0,11,10.921,6.0,22.8,18.0,13.009950000000002,3,18,23,11.77,3.09,4.65,1.02,0.973,22,26
3,Small,20,12,4.0,11,10.485,4.0,15.2,12.0,19.434825,1,9,19,34.33,0.86,4.69,0.99,0.967,23,27
4,SUV,21,9,13.5,7,5.403,13.5,51.3,40.5,0.685125,3,6,20,33.82,2.86,4.73,1.08,0.99,22,27
2,Sedan,20,10,6.0,11,5.846,6.0,22.8,18.0,2.426175,1,20,23,17.36,0.67,4.64,0.99,0.918,23,26
2,Sedan,20,10,6.0,3,11.487,6.0,22.8,18.0,5.4774,2,5,7,47.4,2.17,4.7,0.94,0.99,20,23
5,Small,16,12,4.0,3,3.304,4.0,15.2,12.0,19.434825,3,6,9,45.09,2.16,4.69,1.15,0.99,21,25
1,Small,20,10,5.0,11,13.505,4.0,15.2,11.0,13.009950000000002,3,7,10,47.07,3.48,4.75,0.92,0.994,20,22
2,Sedan,18,11,6.0,3,14.946,6.0,22.8,18.0,5.4774,2,1,8,44.75,1.66,4.7,1.06,0.987,23,26
2,Small,21,12,4.0,3,4.587,4.0,15.2,12.0,19.434825,3,6,9,12.84,2.67,4.74,1.19,0.971,21,26
1,SUV,17,12,13.5,3,1.673,13.5,51.3,40.5,18.696825,3,9,16,28.61,1.8,4.71,1.04,0.981,22,24
2,SUV,19,10,13.5,7,17.273,13.5,51.3,40.5,13.009950000000002,1,19,23,21.15,2.84,4.74,1.0,0.983,21,23
3,Small,18,10,5.0,11,12.762,4.0,15.2,11.0,3.42945,2,6,8,50.05,1.4,4.67,1.23,0.986,20,23
1,Sedan,19,9,7.0,11,15.313,6.0,22.8,17.0,5.4774,1,19,23,37.29,2.34,4.63,1.03,0.989,21,25
4,Small,19,11,4.0,11,9.762,4.0,15.2,12.0,2.426175,2,19,23,8.51,3.44,4.69,1.06,0.966,22,25
3,Small,17,9,4.0,7,9.709,4.0,15.2,12.0,3.42945,2,17,23,49.6,1.38,4.61,1.16,0.985,22,25
3,Sedan,17,11,6.0,11,12.697,6.0,22.8,18.0,1.33605,3,8,16,49.99,1.24,4.68,1.23,0.984,22,24
4,Small,18,11,4.0,7,3.223,4.0,15.2,12.0,3.42945,1,3,8,36.21,2.48,4.74,1.23,0.989,19,22
2,Sedan,18,8,6.0,3,10.272,6.0,22.8,18.0,2.426175,1,5,17,16.34,1.29,4.64,1.25,0.954,21,26
3,Small,18,9,4.0,7,8.91,4.0,15.2,12.0,5.4774,3,18,23,9.92,1.22,4.71,0.99,0.921,19,24
5,SUV,20,9,13.5,3,8.349,13.5,51.3,40.5,5.4774,3,2,6,38.63,2.86,4.77,1.09,0.991,20,22
4,Truck,19,11,17.5,3,6.193,17.5,66.5,52.5,18.696825,1,19,23,30.97,0.75,4.67,1.06,0.958,23,26
3,Sedan,16,10,6.0,3,5.384,6.0,22.8,18.0,2.426175,3,16,23,9.76,1.55,4.71,1.1,0.936,21,23
3,Small,19,11,4.0,7,1.664,4.0,15.2,12.0,5.4774,3,4,8,46.21,3.17,4.77,1.23,0.993,20,23
5,SUV,21,12,13.5,3,11.121,13.5,51.3,40.5,2.426175,3,2,9,19.36,2.07,4.61,1.13,0.975,19,22
2,Small,22,11,7.0,11,19.151,4.0,15.2,9.0,13.009950000000002,2,8,21,49.71,1.99,4.73,1.0,0.99,22,25
4,Sedan,19,12,6.0,7,10.664,6.0,22.8,18.0,5.4774,2,19,23,49.14,2.44,4.63,1.02,0.992,23,28
1,Sedan,20,10,6.0,7,8.46,6.0,22.8,18.0,13.009950000000002,2,3,7,38.37,1.56,4.71,1.17,0.983,21,24
4,Small,19,13,4.0,11,9.483,4.0,15.2,12.0,3.42945,2,10,18,31.54,3.57,4.72,1.04,0.991,23,27
2,SUV,17,10,13.5,7,8.875,13.5,51.3,40.5,1.33605,2,17,23,19.02,2.01,4.66,1.09,0.974,22,25
2,Small,19,13,6.0,7,16.919,4.0,15.2,10.0,0.685125,2,9,11,12.27,3.17,4.75,1.02,0.975,20,24
3,Small,17,9,4.0,3,10.892,4.0,15.2,12.0,5.4774,1,17,23,32.08,1.7,4.78,1.13,0.982,20,22
3,SUV,18,11,13.5,3,11.091,13.5,51.3,40.5,2.426175,1,8,17,10.5,2.23,4.68,1.22,0.958,20,25
4,SUV,16,9,13.5,3,8.545,13.5,51.3,40.5,13.009950000000002,2,6,15,26.11,3.59,4.8,1.02,0.989,22,27
4,SUV,16,11,13.5,11,8.951,13.5,51.3,40.5,5.4774,3,8,15,47.63,1.82,4.63,0.9,0.989,21,26
5,Sedan,17,10,6.0,7,10.453,6.0,22.8,18.0,2.426175,1,4,7,22.36,1.92,4.74,0.92,0.977,21,23
5,Truck,19,9,17.5,3,12.873,17.5,66.5,52.5,1.33605,2,19,23,39.34,0.57,4.7,1.0,0.956,20,22
3,Small,19,10,4.0,3,8.514,4.0,15.2,12.0,2.426175,3,7,18,46.28,2.16,4.79,1.12,0.99,19,24
4,Small,19,8,4.0,7,7.003,4.0,15.2,12.0,13.009950000000002,2,1,5,49.47,3.27,4.69,1.15,0.994,20,24
4,Small,20,8,4.0,11,7.554,4.0,15.2,12.0,2.426175,3,4,7,48.65,3.34,4.69,0.99,0.994,23,25
4,Sedan,16,10,6.0,11,7.793,6.0,22.8,18.0,1.33605,3,7,15,33.84,1.88,4.65,0.91,0.984,19,23
2,SUV,19,9,13.5,3,10.714,13.5,51.3,40.5,19.434825,3,6,18,21.02,3.5,4.62,0.96,0.986,20,23
2,Sedan,17,10,6.0,7,11.876,6.0,22.8,18.0,5.4774,2,4,7,15.74,3.27,4.76,0.97,0.981,19,23
2,Small,18,9,4.0,7,9.475,4.0,15.2,12.0,19.434825,1,6,7,12.84,3.15,4.64,1.02,0.976,19,22
4,Sedan,17,9,6.0,3,9.149,6.0,22.8,18.0,1.33605,3,2,6,15.47,1.58,4.77,1.0,0.96,22,26
4,Sedan,17,10,6.0,3,5.808,6.0,22.8,18.0,2.426175,1,7,16,43.67,0.57,4.64,1.09,0.961,20,24
1,Sedan,22,10,6.0,3,6.812,6.0,22.8,18.0,2.426175,3,5,8,29.71,3.38,4.79,1.13,0.99,19,22
1,SUV,18,12,13.5,3,9.447,13.5,51.3,40.5,5.4774,3,18,23,44.13,2.34,4.65,1.16,0.99,23,28
3,Sedan,21,9,6.0,7,12.524,6.0,22.8,18.0,3.42945,1,6,20,42.87,1.74,4.7,0.99,0.987,19,22
2,SUV,20,8,13.5,11,10.277,13.5,51.3,40.5,3.42945,1,5,19,15.22,3.47,4.64,0.92,0.981,20,24
4,Small,19,12,4.0,7,11.525,4.0,15.2,12.0,5.4774,3,9,18,30.72,1.1,4.62,1.17,0.971,23,25
3,Truck,20,8,17.5,11,7.961,17.5,66.5,52.5,13.009950000000002,3,5,19,10.51,1.61,4.67,1.12,0.943,20,23
